;;---------- ВОЖДЕНИЕ АВТО ----------
Значение;Дата;Название
"⁦‎12:‎58⁩ - ⁦‎13:‎22⁩";"17 июн. 2021 г.";""
"⁦‎12:‎08⁩ - ⁦‎12:‎46⁩";"17 июн. 2021 г.";""
"⁦‎19:‎01⁩ - ⁦‎19:‎32⁩";"16 июн. 2021 г.";""
"⁦‎17:‎49⁩ - ⁦‎18:‎39⁩";"16 июн. 2021 г.";""
"⁦‎17:‎00⁩ - ⁦‎17:‎45⁩";"16 июн. 2021 г.";""
"⁦‎12:‎10⁩ - ⁦‎13:‎41⁩";"15 июн. 2021 г.";""
"⁦‎11:‎01⁩ - ⁦‎11:‎24⁩";"15 июн. 2021 г.";""
"⁦‎17:‎25⁩ - ⁦‎21:‎15⁩";"14 июн. 2021 г.";""
"⁦‎17:‎59⁩ - ⁦‎18:‎14⁩";"13 июн. 2021 г.";""
"⁦‎15:‎06⁩ - ⁦‎17:‎31⁩";"13 июн. 2021 г.";""
"‪⁨‎31с⁩‬‬‎, к ⁦‎13:‎53⁩";"12 июн. 2021 г.";""
"⁦‎12:‎36⁩ - ⁦‎13:‎52⁩";"12 июн. 2021 г.";""
"⁦‎14:‎09⁩ - ⁦‎15:‎37⁩";"11 июн. 2021 г.";""
;;---------- Ходьба ----------
Значение;Дата;Название
"⁦‎19:‎30⁩ - ⁦‎20:‎00⁩";"4 июл. 2021 г.";""
"⁦‎13:‎55⁩ - ⁦‎14:‎41⁩";"2 июл. 2021 г.";""
;;---------- Бассейн ----------
Значение;Дата;Название
"⁦‎08:‎20⁩ - ⁦‎09:‎00⁩";"16 июл. 2021 г.";""
"⁦‎19:‎29⁩ - ⁦‎20:‎35⁩";"13 июл. 2021 г.";""
"⁦‎10:‎14⁩ - ⁦‎11:‎21⁩";"9 июл. 2021 г.";""
"⁦‎15:‎30⁩ - ⁦‎15:‎45⁩";"4 июл. 2021 г.";""
"⁦‎08:‎42⁩ - ⁦‎09:‎19⁩";"30 июн. 2021 г.";""
"⁦‎09:‎54⁩ - ⁦‎10:‎55⁩";"25 июн. 2021 г.";""
"⁦‎09:‎43⁩ - ⁦‎10:‎42⁩";"23 июн. 2021 г.";""
"⁦‎09:‎33⁩ - ⁦‎10:‎39⁩";"22 июн. 2021 г.";""
"⁦‎09:‎00⁩ - ⁦‎09:‎33⁩";"22 июн. 2021 г.";""
;;---------- Фитнес ----------
Значение;Дата;Название
"⁦‎08:‎36⁩ - ⁦‎09:‎55⁩";"21 июн. 2021 г.";""
"⁦‎09:‎52⁩ - ⁦‎10:‎56⁩";"18 июн. 2021 г.";""
;;---------- Бег ----------
Значение;Дата;Название
"⁦‎16:‎16⁩ - ⁦‎16:‎39⁩";"4 июл. 2021 г.";""
"⁦‎16:‎00⁩ - ⁦‎16:‎16⁩";"4 июл. 2021 г.";""
;;---------- Водные виды спорта ----------
Значение;Дата;Название
"⁦‎17:‎40⁩ - ⁦‎18:‎40⁩";"4 июл. 2021 г.";"Вейкборд"
;;---------- БЛОГГИНГ ----------
Значение;Дата;Название
"⁦‎17:‎17⁩ - ⁦‎17:‎27⁩";"2 авг. 2021 г.";""
"⁦‎16:‎02⁩ - ⁦‎16:‎59⁩";"2 авг. 2021 г.";""
"⁦‎16:‎29⁩ - ⁦‎16:‎45⁩";"6 июл. 2021 г.";""
"⁦‎12:‎12⁩ - ⁦‎12:‎39⁩";"6 июл. 2021 г.";""
"⁦‎10:‎29⁩ - ⁦‎11:‎23⁩";"1 июл. 2021 г.";""
"⁦‎10:‎00⁩ - ⁦‎10:‎20⁩";"1 июл. 2021 г.";""
"⁦‎00:‎59⁩ - ⁦‎01:‎50⁩";"22 июн. 2021 г.";""
"⁦‎00:‎00⁩ - ⁦‎00:‎59⁩";"22 июн. 2021 г.";""
"⁦‎00:‎34⁩ - ⁦‎01:‎00⁩";"17 июн. 2021 г.";""
"⁦‎00:‎30⁩ - ⁦‎01:‎30⁩";"15 июн. 2021 г.";""
"⁦‎17:‎59⁩ - ⁦‎18:‎14⁩";"13 июн. 2021 г.";""
"⁦‎23:‎47⁩ - ⁦‎02:‎11⁩";"⁦12⁩ - ⁦13 июн. 2021⁩";""
;;---------- Ведение дневника ----------
Значение;Дата;Название
"⁦‎11:‎07⁩ - ⁦‎11:‎59⁩";"4 авг. 2021 г.";""
;;---------- Обучение блоггингу ----------
Значение;Дата;Название
"⁦‎15:‎23⁩ - ⁦‎16:‎02⁩";"2 авг. 2021 г.";""
;;---------- Написание постов ----------
Значение;Дата;Название
"⁦‎13:‎33⁩ - ⁦‎14:‎26⁩";"4 авг. 2021 г.";""
;;---------- Разбор материалов ----------
Значение;Дата;Название
"⁦‎16:‎52⁩ - ⁦‎18:‎12⁩";"3 авг. 2021 г.";""
"⁦‎17:‎50⁩ - ⁦‎18:‎29⁩";"2 авг. 2021 г.";""
"⁦‎13:‎01⁩ - ⁦‎16:‎02⁩";"2 авг. 2021 г.";""
;;---------- Монтаж видео ----------
Значение;Дата;Название
"⁦‎22:‎00⁩ - ⁦‎00:‎00⁩";"⁦02⁩ - ⁦03 авг. 2021⁩";""
"⁦‎21:‎30⁩ - ⁦‎22:‎00⁩";"2 авг. 2021 г.";""
;;---------- Работа за компом ----------
Значение;Дата;Название
"⁦‎23:‎06⁩ - ⁦‎00:‎45⁩";"⁦17⁩ - ⁦18 июн. 2021⁩";""
;;---------- Мои прочие проекты ----------
Значение;Дата;Название
"⁦‎12:‎39⁩ - ⁦‎13:‎10⁩";"4 авг. 2021 г.";""
"⁦‎12:‎30⁩ - ⁦‎12:‎39⁩";"4 авг. 2021 г.";"Time planner"
"⁦‎12:‎00⁩ - ⁦‎13:‎00⁩";"9 июл. 2021 г.";""
"⁦‎12:‎25⁩ - ⁦‎13:‎28⁩";"2 июл. 2021 г.";""
"⁦‎11:‎38⁩ - ⁦‎12:‎00⁩";"2 июл. 2021 г.";""
"⁦‎10:‎23⁩ - ⁦‎11:‎23⁩";"2 июл. 2021 г.";""
"‪⁨‎2с⁩‬‬‎, к ⁦‎15:‎03⁩";"1 июл. 2021 г.";""
"⁦‎12:‎40⁩ - ⁦‎12:‎54⁩";"1 июл. 2021 г.";""
"⁦‎12:‎20⁩ - ⁦‎12:‎37⁩";"1 июл. 2021 г.";"PianoCalc"
"⁦‎22:‎07⁩ - ⁦‎23:‎17⁩";"22 июн. 2021 г.";""
"⁦‎13:‎17⁩ - ⁦‎13:‎43⁩";"21 июн. 2021 г.";""
"⁦‎13:‎00⁩ - ⁦‎13:‎15⁩";"21 июн. 2021 г.";"Botstation"
;;---------- Проект FastLikes ----------
Значение;Дата;Название
"⁦‎15:‎58⁩ - ⁦‎19:‎10⁩";"9 июл. 2021 г.";""
"⁦‎14:‎18⁩ - ⁦‎16:‎53⁩";"8 июл. 2021 г.";""
"⁦‎13:‎15⁩ - ⁦‎13:‎49⁩";"8 июл. 2021 г.";""
"⁦‎12:‎34⁩ - ⁦‎12:‎48⁩";"8 июл. 2021 г.";""
"⁦‎22:‎00⁩ - ⁦‎02:‎00⁩";"⁦28⁩ - ⁦29 июн. 2021⁩";""
;;---------- ОБЩЕНИЕ С БЛИЗКИМИ ----------
Значение;Дата;Название
"⁦‎18:‎30⁩ - ⁦‎18:‎50⁩";"2 июл. 2021 г.";""
;;---------- ЕЛЕНА ----------
Значение;Дата;Название
"⁦‎19:‎40⁩ - ⁦‎20:‎27⁩";"15 июл. 2021 г.";""
"⁦‎20:‎13⁩ - ⁦‎20:‎53⁩";"18 июн. 2021 г.";""
"⁦‎13:‎42⁩ - ⁦‎15:‎06⁩";"13 июн. 2021 г.";"Гуляем с Еленой"
;;---------- РОДИТЕЛИ  ----------
Значение;Дата;Название
"⁦‎13:‎40⁩ - ⁦‎14:‎00⁩";"14 июл. 2021 г.";"Ищем Вове работу"
"⁦‎21:‎30⁩ - ⁦‎22:‎54⁩";"5 июл. 2021 г.";""
"⁦‎20:‎30⁩ - ⁦‎21:‎30⁩";"5 июл. 2021 г.";""
"⁦‎21:‎59⁩ - ⁦‎22:‎08⁩";"2 июл. 2021 г.";""
"⁦‎21:‎00⁩ - ⁦‎21:‎59⁩";"2 июл. 2021 г.";""
"‪⁨‎30м⁩ ⁨‎18с⁩‬‬‎, к ⁦‎18:‎21⁩";"13 июн. 2021 г.";""
;;---------- СОБЕСЕДОВАНИЯ ----------
Значение;Дата;Название
"⁦‎12:‎00⁩ - ⁦‎12:‎54⁩";"25 июн. 2021 г.";""
"⁦‎16:‎00⁩ - ⁦‎16:‎32⁩";"23 июн. 2021 г.";"Газпром этп"
"⁦‎19:‎00⁩ - ⁦‎21:‎02⁩";"22 июн. 2021 г.";""
"⁦‎11:‎00⁩ - ⁦‎13:‎54⁩";"18 июн. 2021 г.";""
"⁦‎18:‎20⁩ - ⁦‎18:‎21⁩";"16 июн. 2021 г.";""
"‪⁨‎0с⁩‬‬‎, к ⁦‎17:‎45⁩";"16 июн. 2021 г.";""
"⁦‎16:‎10⁩ - ⁦‎16:‎50⁩";"16 июн. 2021 г.";""
"‪⁨‎4с⁩‬‬‎, к ⁦‎11:‎13⁩";"16 июн. 2021 г.";""
"⁦‎10:‎45⁩ - ⁦‎10:‎54⁩";"16 июн. 2021 г.";"Обзор вакансий"
"‪⁨‎30м⁩ ⁨‎2с⁩‬‬‎, к ⁦‎14:‎30⁩";"15 июн. 2021 г.";""
"⁦‎19:‎21⁩ - ⁦‎20:‎04⁩";"11 июн. 2021 г.";""
"⁦‎18:‎54⁩ - ⁦‎19:‎21⁩";"11 июн. 2021 г.";""
"⁦‎18:‎38⁩ - ⁦‎18:‎53⁩";"11 июн. 2021 г.";""
"⁦‎17:‎34⁩ - ⁦‎18:‎04⁩";"11 июн. 2021 г.";""
"⁦‎15:‎59⁩ - ⁦‎16:‎45⁩";"11 июн. 2021 г.";""
;;---------- ТРАНСПОРТ ----------
Значение;Дата;Название
"⁦‎09:‎30⁩ - ⁦‎11:‎00⁩";"12 июл. 2021 г.";""
"⁦‎22:‎19⁩ - ⁦‎23:‎42⁩";"9 июл. 2021 г.";""
"⁦‎21:‎30⁩ - ⁦‎23:‎30⁩";"4 июл. 2021 г.";"Элка"
"⁦‎13:‎30⁩ - ⁦‎15:‎25⁩";"4 июл. 2021 г.";""
"⁦‎16:‎45⁩ - ⁦‎17:‎37⁩";"3 июл. 2021 г.";""
"⁦‎18:‎38⁩ - ⁦‎19:‎19⁩";"1 июл. 2021 г.";""
"⁦‎21:‎30⁩ - ⁦‎22:‎19⁩";"20 июн. 2021 г.";""
"⁦‎18:‎29⁩ - ⁦‎19:‎34⁩";"18 июн. 2021 г.";""
;;---------- МЕДИЦИНА ----------
Значение;Дата;Название
"⁦‎16:‎20⁩ - ⁦‎16:‎39⁩";"17 июн. 2021 г.";""
"⁦‎15:‎50⁩ - ⁦‎16:‎08⁩";"17 июн. 2021 г.";"ЭКГ и флюорография"
"⁦‎10:‎56⁩ - ⁦‎12:‎10⁩";"15 июн. 2021 г.";""
;;---------- Уход за собой ----------
Значение;Дата;Название
"⁦‎10:‎20⁩ - ⁦‎10:‎56⁩";"24 июн. 2021 г.";"Парикмахер"
;;---------- Продажа вещей ----------
Значение;Дата;Название
"⁦‎11:‎41⁩ - ⁦‎12:‎18⁩";"29 июн. 2021 г.";""
"⁦‎11:‎30⁩ - ⁦‎11:‎41⁩";"29 июн. 2021 г.";""
"⁦‎16:‎08⁩ - ⁦‎16:‎35⁩";"28 июн. 2021 г.";""
;;---------- Мимимишности ----------
Значение;Дата;Название
"⁦‎09:‎30⁩ - ⁦‎10:‎30⁩";"7 июл. 2021 г.";""
"⁦‎09:‎00⁩ - ⁦‎11:‎00⁩";"3 июл. 2021 г.";""
;;---------- МАГАЗИНЫ / ШОППИНГ ----------
Значение;Дата;Название
"⁦‎10:‎00⁩ - ⁦‎10:‎45⁩";"2 авг. 2021 г.";"Продукты"
"⁦‎18:‎41⁩ - ⁦‎18:‎58⁩";"16 июн. 2021 г.";""
"⁦‎18:‎15⁩ - ⁦‎18:‎40⁩";"16 июн. 2021 г.";""
;;---------- mishaikon@gmail.com ----------
Значение;Дата;Название
"‪⁨‎25м⁩‬‬‎, к ⁦‎11:‎36⁩";"4 авг. 2021 г.";""
"‪⁨‎24м⁩ ⁨‎58с⁩‬‬‎, к ⁦‎11:‎37⁩";"3 авг. 2021 г.";""
"‪⁨‎1с⁩‬‬‎, к ⁦‎11:‎36⁩";"3 авг. 2021 г.";""
"‪⁨‎25м⁩‬‬‎, к ⁦‎12:‎38⁩";"2 авг. 2021 г.";""
"‪⁨‎24м⁩ ⁨‎55с⁩‬‬‎, к ⁦‎15:‎45⁩";"15 июл. 2021 г.";""
"‪⁨‎4с⁩‬‬‎, к ⁦‎15:‎44⁩";"15 июл. 2021 г.";""
"‪⁨‎24м⁩ ⁨‎56с⁩‬‬‎, к ⁦‎11:‎50⁩";"12 июл. 2021 г.";""
"‪⁨‎3с⁩‬‬‎, к ⁦‎11:‎50⁩";"12 июл. 2021 г.";""
"⁦‎11:‎21⁩ - ⁦‎11:‎38⁩";"9 июл. 2021 г.";""
"⁦‎11:‎43⁩ - ⁦‎12:‎10⁩";"8 июл. 2021 г.";""
"‪⁨‎23м⁩ ⁨‎52с⁩‬‬‎, к ⁦‎11:‎56⁩";"7 июл. 2021 г.";""
"⁦‎11:‎20⁩ - ⁦‎11:‎45⁩";"6 июл. 2021 г.";""
"⁦‎11:‎21⁩ - ⁦‎12:‎00⁩";"5 июл. 2021 г.";""
"⁦‎11:‎23⁩ - ⁦‎12:‎00⁩";"2 июл. 2021 г.";""
"⁦‎11:‎24⁩ - ⁦‎12:‎23⁩";"1 июл. 2021 г.";""
"⁦‎11:‎21⁩ - ⁦‎11:‎36⁩";"28 июн. 2021 г.";""
"⁦‎11:‎31⁩ - ⁦‎12:‎08⁩";"24 июн. 2021 г.";""
"⁦‎11:‎09⁩ - ⁦‎12:‎02⁩";"23 июн. 2021 г.";""
"⁦‎11:‎28⁩ - ⁦‎11:‎56⁩";"21 июн. 2021 г.";""
"⁦‎18:‎20⁩ - ⁦‎18:‎21⁩";"13 июн. 2021 г.";""
"⁦‎17:‎11⁩ - ⁦‎21:‎37⁩";"12 июн. 2021 г.";""
"⁦‎16:‎27⁩ - ⁦‎16:‎52⁩";"12 июн. 2021 г.";""
